Id,SalePrice
1583,201441.91467500018
1584,202057.09036144265
1585,190476.78969640052
1586,144473.21395846078
1587,156833.48864830303
1588,173138.59459554646
1589,142133.56604670043
1590,161766.20314143883
1591,159902.50111018051
1592,157751.9996078937
1593,154576.53923879913
1594,163683.96206588144
1595,156234.95419514115
1596,183739.28380231501
1597,171528.72035575032
1598,193358.52677829834
1599,189987.94604988617
1600,183657.93279458644
1601,143641.82064817342
1602,159539.07174921717
1603,149144.66774606542
1604,220214.78663553976
1605,195252.86025185898
1606,168943.0496286139
1607,171260.11410667162
1608,213128.60763856777
1609,192617.82009450693
1610,185318.83778964746
1611,164079.08509507662
1612,202182.32888547721
1613,179688.82700707033
1614,171834.2001442186
1615,161199.21609527548
1616,159003.194877036
1617,155959.0132129892
1618,164126.27680700278
1619,167639.55240790418
1620,176493.91802281671
1621,167348.56102964771
1622,177901.13164623058
1623,195460.28638221585
1624,202932.40833307221
1625,163575.81968294043
1626,171244.43032585536
1627,199774.36642046194
1628,217833.17547137206
1629,185525.54893811772
1630,229174.21258492238
1631,204453.0065789592
1632,195744.39546091249
1633,194577.89503818893
1634,192115.81855934314
1635,195366.96925931156
1636,178820.50541269721
1637,180391.20363550467
1638,183763.31309612814
1639,173909.6889516529
1640,188962.32169524449
1641,181555.29281459996
1642,211194.56315926378
1643,204629.4379205833
1644,200777.0559695469
1645,186506.63212452791
1646,177787.68703820664
1647,177932.43907445835
1648,168103.6328182485
1649,174225.66510481856
1650,156868.12675748896
1651,164422.21926833928
1652,155621.94325833538
1653,154972.23211678118
1654,166741.94126908033
1655,167597.94723802264
1656,166406.27053013296
1657,162546.38007173518
1658,174921.10747268735
1659,158428.92534262335
1660,180002.62369513229
1661,266019.74597237137
1662,232755.94537743292
1663,254153.8335421865
1664,270468.90061583644
1665,237196.78600023437
1666,236692.47160628674
1667,250692.67563995859
1668,252853.49909400725
1669,247950.49005989096
1670,257113.60930832612
1671,213624.62960525605
1672,249946.31145981871
1673,218521.43131042423
1674,201310.96688228482
1675,201593.63898025948
1676,202821.77712535553
1677,196815.11693942134
1678,271893.99454825802
1679,253885.77584418602
1680,245541.53809328712
1681,224536.95686898998
1682,220510.16214092483
1683,188608.70887672086
1684,199679.40654172766
1685,211738.04845188063
1686,196246.95050845286
1687,204626.23958520888
1688,204841.06143572516
1689,208758.96202402955
1690,206592.30619168768
1691,205923.5652781605
1692,224143.77543456858
1693,202494.42004507597
1694,197461.22726830677
1695,184470.73480642549
1696,211204.69524408213
1697,191347.37348720891
1698,209715.76373701909
1699,226007.65819658007
1700,205132.2589763666
1701,205999.51163029537
1702,208740.22374540381
1703,208815.93190568325
1704,210438.88118941858
1705,233906.05396286919
1706,265924.44821034383
1707,216973.39681722841
1708,195892.67244272021
1709,218356.98900770964
1710,198661.60362379736
1711,225609.9864039032
1712,209080.45438173282
1713,210655.64225509335
1714,199269.0000577989
1715,202001.27505154628
1716,187886.85812886039
1717,188248.62195239196
1718,174914.46134785854
1719,206619.66354418767
1720,207028.73242061085
1721,181671.78225835558
1722,174565.28873477739
1723,177512.6255747173
1724,196143.00544326441
1725,206680.25353094589
1726,190482.25634736003
1727,177470.21947712079
1728,192725.06812414472
1729,180465.33493659797
1730,171759.72548780049
1731,163344.31766083839
1732,168908.74190068681
1733,162818.72812904909
1734,166237.03005024377
1735,180822.55726032742
1736,161653.93416822361
1737,202367.59846934077
1738,191520.93282161283
1739,204417.59761209501
1740,206734.17334725318
1741,202892.25687930983
1742,177933.18593074777
1743,180767.04131828918
1744,233891.27628316073
1745,180272.83468267979
1746,178791.5893982288
1747,188548.42346395028
1748,185509.74563379065
1749,171318.77707463669
1750,161433.38117452175
1751,201939.96718508052
1752,165636.64778375209
1753,161510.78678124593
1754,177890.41264175213
1755,181951.01466565594
1756,161417.15748971293
1757,159111.07020695106
1758,172994.20528135652
1759,169391.94748595287
1760,175077.48504243561
1761,162108.70217293518
1762,183930.57305105092
1763,184309.47614586775
1764,163227.71212207357
1765,160922.77405456535
1766,181498.39580230278
1767,182158.24540806859
1768,163892.27044250289
1769,172998.7714908045
1770,172342.4308751683
1771,155981.7496206424
1772,154939.25592716658
1773,160605.76065770394
1774,163663.21346276399
1775,166696.12037629477
1776,152107.61423454073
1777,153676.44855705544
1778,168762.24046421977
1779,163085.13486954395
1780,174397.77369612842
1781,164296.21729869078
1782,152597.11043006941
1783,169883.08348189699
1784,157394.83550255885
1785,156608.60514346248
1786,155238.23397795038
1787,175532.99050666785
1788,143210.82558978425
1789,148854.78178579055
1790,151237.72367798814
1791,177779.07572634175
1792,165230.5286360647
1793,177637.94576743874
1794,169972.02015203208
1795,156909.49000214131
1796,173889.01021556443
1797,153474.48813153413
1798,162017.69726127846
1799,153240.50781927229
1800,166262.67220534128
1801,155016.84702683528
1802,157554.04505990996
1803,165290.44061095559
1804,176772.76991259446
1805,163765.47820274974
1806,155845.5011856365
1807,143046.05152626208
1808,153843.57687179101
1809,163877.29145424635
1810,155377.35289114242
1811,154363.43467141764
1812,144385.91119790118
1813,151381.07765739772
1814,146097.37020620189
1815,134537.12247150409
1816,153218.10435073049
1817,154661.65728591415
1818,163952.12712902954
1819,169526.16989596226
1820,153361.21146882063
1821,154158.18687357797
1822,169411.4937458963
1823,136374.81666276939
1824,141668.54738909329
1825,158487.57014608444
1826,163280.81110785861
1827,154635.48757292633
1828,148762.46503915367
1829,154889.07897862492
1830,151724.11696587727
1831,157498.46609850813
1832,147446.6730952673
1833,164075.09270009375
1834,171122.00477277162
1835,150890.55748110302
1836,143731.26042072324
1837,151647.83595551312
1838,155768.626113562
1839,168790.01027827541
1840,165014.05427816513
1841,161255.57854067851
1842,131640.24214999378
1843,170344.67388422485
1844,182285.02255143333
1845,164436.2273685782
1846,179250.99054218596
1847,171539.29808875761
1848,148059.05903366648
1849,162775.67766368954
1850,151905.43353336092
1851,164588.9025003748
1852,159073.95449503534
1853,172863.02613412298
1854,182557.93930469593
1855,187207.83638135059
1856,199445.46805167446
1857,171426.32189135
1858,161934.88554347577
1859,162181.0184536202
1860,172324.28646124611
1861,162162.28520856783
1862,223689.92049634038
1863,223673.37980785279
1864,223673.55007178211
1865,255758.93709066411
1866,250047.65989719765
1867,205131.31155445607
1868,227744.59110636162
1869,200188.84470819656
1870,209193.7882314084
1871,221267.18359940205
1872,211200.67998587515
1873,198931.14610707251
1874,173792.37995165196
1875,193429.94847193992
1876,188567.13439473035
1877,194995.78888560939
1878,194413.3970853372
1879,169855.21979733364
1880,166153.50441225609
1881,206340.39217473363
1882,210474.16832440821
1883,191900.35942543656
1884,194074.75846607945
1885,203131.62465925232
1886,218378.56123435008
1887,193005.92317915111
1888,205265.37890362303
1889,197761.85044124376
1890,167439.3445201632
1891,177964.33236341309
1892,146529.32850434296
1893,156855.87085600523
1894,158963.09128923932
1895,164019.81628472879
1896,158773.90619262625
1897,158341.33234035425
1898,154803.82900008617
1899,166129.09578418918
1900,164221.4456378195
1901,165167.2204910547
1902,167336.75283799082
1903,178037.04794512282
1904,161841.92655991396
1905,175957.56702346157
1906,167466.35611089569
1907,175488.65665474779
1908,158107.73888781946
1909,175006.46661417963
1910,170315.41247035164
1911,188949.55839923606
1912,198326.54917842516
1913,165007.85583065485
1914,137864.99330774671
1915,243504.79087542772
1916,131020.65416574496
1917,202833.27094009632
1918,173890.8720114188
1919,178849.29330581916
1920,162444.80778239685
1921,267923.34355275222
1922,259142.64317300176
1923,203599.41269169928
1924,212931.11434262194
1925,208879.52399533556
1926,266569.23003978957
1927,168282.18641838426
1928,179462.40682322177
1929,168023.64869475371
1930,183922.2245052628
1931,168723.37330916984
1932,166288.70402414378
1933,188260.58850913323
1934,193570.6648160535
1935,186928.54802993647
1936,199126.96200735148
1937,192571.28899552915
1938,182819.41479568972
1939,218985.02706167966
1940,191824.02407732341
1941,193965.9409929376
1942,188647.26758106626
1943,192157.77899065701
1944,256295.71401598351
1945,263519.11455673259
1946,159424.1250758706
1947,232973.49576766597
1948,173766.35774996268
1949,207764.04729579407
1950,177424.89880090396
1951,197002.27206906141
1952,186781.21084614468
1953,183314.0412654501
1954,174096.56108442528
1955,164677.38443130266
1956,221811.31330466253
1957,164794.44223191726
1958,211435.26515799109
1959,167327.27688419024
1960,159773.88647126124
1961,157877.73048061755
1962,154968.38022505236
1963,158628.91276037262
1964,156589.66783086985
1965,171070.61872289694
1966,167879.40995551299
1967,220581.82158716096
1968,249629.54631314735
1969,263549.42198585084
1970,245249.60527563305
1971,269604.8482424324
1972,254250.13435492787
1973,230622.43212326764
1974,242515.53726411477
1975,263854.35762387625
1976,216919.72247179042
1977,229818.45600137382
1978,238071.33399070072
1979,236076.5210163864
1980,192859.02180644023
1981,241937.29603953304
1982,196743.90462412068
1983,190501.71671857001
1984,187270.30695886497
1985,198485.09006212538
1986,189865.14883014161
1987,200106.59759985824
1988,204503.05940059244
1989,204291.52579278511
1990,207078.43215049835
1991,197843.27456935006
1992,206132.17584292594
1993,198152.13632910451
1994,204194.07274825501
1995,196016.0355135662
1996,208434.13950498551
1997,228624.56332317699
1998,220812.82590163991
1999,220867.80519341427
2000,220070.59108628976
2001,218436.4731243315
2002,203309.03188866444
2003,210604.10931034503
2004,224934.81520061547
2005,215090.10341242835
2006,196834.34485978764
2007,216083.72105149692
2008,201166.38778380101
2009,197059.99050457147
2010,203776.85056724845
2011,176121.19088052792
2012,199925.69628076378
2013,197519.88209650276
2014,197605.69888250684
2015,205789.57750507747
2016,195471.18905514246
2017,195926.48602821562
2018,167243.38686646902
2019,169602.79566426613
2020,152447.75143139932
2021,157073.39849560556
2022,173800.32901700577
2023,161526.73059195565
2024,209422.68260198651
2025,218771.69774828642
2026,194718.44422078389
2027,183042.95253074757
2028,174733.63652062693
2029,170723.43911003473
2030,225016.48512118318
2031,215184.39299722377
2032,234973.96488663531
2033,215095.12054221096
2034,180639.66698328886
2035,202743.7239384258
2036,182640.06788163417
2037,183122.02268519354
2038,231471.99107651907
2039,203541.12572409958
2040,207078.47009415654
2041,215952.23082991675
2042,194322.44859956435
2043,180684.6456477514
2044,174819.57944821837
2045,180847.08044545277
2046,163321.90458295672
2047,169848.81082717254
2048,168971.16301495305
2049,163248.49984783644
2050,180298.58434586579
2051,164205.13239501789
2052,159985.36862134439
2053,181218.96958781802
2054,158822.96785544624
2055,168242.40218280465
2056,172802.71567555226
2057,166139.48740777402
2058,190682.85878997386
2059,165760.44721880252
2060,170751.17841219882
2061,178635.4127421731
2062,163353.5073743402
2063,156524.03462916578
2064,161764.14783727206
2065,148555.46777511097
2066,171460.00628983357
2067,175177.19054297305
2068,157052.77472351544
2069,139606.5069697634
2070,144698.94288582663
2071,158206.09306704332
2072,158048.1860101129
2073,176597.42467962383
2074,185575.83175539281
2075,167282.6289888008
2076,156161.97384089141
2077,164906.0127495208
2078,158513.38967691382
2079,162969.08558754873
2080,147585.75128241742
2081,155181.54695811952
2082,149818.0062208228
2083,160878.72934868926
2084,150662.97179580448
2085,163174.53059487938
2086,160192.63642141936
2087,163457.32253437169
2088,156310.92094648138
2089,151954.60075297003
2090,157774.79715970822
2091,152956.38569606002
2092,155006.7480477113
2093,137572.73834673144
2094,159513.97473889048
2095,157615.2632660002
2096,132226.15681556723
2097,158442.97549398415
2098,157187.58536006731
2099,132909.46641484491
2100,156462.59304027271
2101,143368.36829952186
2102,162712.84439896588
2103,154896.53964376124
2104,156709.34090832577
2105,171635.49253658141
2106,134062.09353086015
2107,170769.45614620662
2108,153932.49030587325
2109,156888.6859703316
2110,163499.38933477324
2111,166076.6551735629
2112,152594.32756548651
2113,161322.82813531929
2114,162596.01247084356
2115,166969.06494024859
2116,161447.54472669278
2117,165717.30608411899
2118,158925.39014710384
2119,152738.88100223121
2120,166288.19894143339
2121,148427.97085924781
2122,158132.5987981479
2123,153481.50552504938
2124,156771.12305877256
2125,158065.35995722946
2126,168345.61542670941
2127,165388.86641429923
2128,149019.32811481567
2129,150628.73012985697
2130,149037.73932733425
2131,155491.51996236571
2132,154757.29032703387
2133,161737.01130516996
2134,155059.54610066293
2135,154230.90228783773
2136,141788.47101457178
2137,152796.834570206
2138,164266.16894920933
2139,169801.48374943569
2140,179636.00555942004
2141,192150.27841752156
2142,174196.48515595624
2143,176305.42701737944
2144,155955.03535155073
2145,179469.15315428804
2146,159824.8476347409
2147,167219.73732671927
2148,166059.427941809
2149,180491.8933322923
2150,190212.97190745064
2151,155502.22761777547
2152,177684.91628748909
2153,162814.03677439521
2154,160823.94768577826
2155,166336.6279565013
2156,209748.95858028019
2157,196040.77878302833
2158,203853.87929292404
2159,217905.11778007972
2160,203374.11126320931
2161,211877.32105865885
2162,223347.78276388452
2163,266149.64683067962
2164,215304.81953860074
2165,180952.04587614207
2166,169971.96621820118
2167,197976.0432027546
2168,196335.48343871624
2169,199149.30471833798
2170,199366.75152102165
2171,176190.17614679164
2172,166278.37736391614
2173,178317.2052002649
2174,196584.82817501656
2175,215080.27779278936
2176,219572.69458153856
2177,200873.58462245081
2178,202602.73690221479
2179,180899.36004174832
2180,182550.01253211257
2181,187150.40927544297
2182,195419.88376172679
2183,197886.98222918191
2184,155340.2468499094
2185,173768.07901851059
2186,162641.42758470535
2187,179840.16072082194
2188,182078.73646051236
2189,191330.9009281144
2190,143912.09538639142
2191,143948.7941901224
2192,149844.67439821933
2193,159555.89906113336
2194,162856.64105904699
2195,158839.21017336266
2196,160836.16695898224
2197,155942.37940520121
2198,164072.27237833419
2199,170015.1804388515
2200,161491.8240638955
2201,165447.97664688836
2202,176914.29451998635
2203,167156.32203132761
2204,172480.35810941891
2205,151135.98554282778
2206,166784.52151312618
2207,174093.95679930766
2208,191800.05941361768
2209,173226.94997029347
2210,161361.22894960214
2211,153970.63685086617
2212,162210.72461416054
2213,152163.25975406155
2214,177564.60107616265
2215,153757.76566245855
2216,166948.34675798001
2217,138219.88348516385
2218,149875.27864583148
2219,135566.09459758754
2220,156574.63434579255
2221,244021.05482146214
2222,228565.01426440099
2223,221808.39452035306
2224,192779.90118881254
2225,166068.46089040794
2226,176052.49254921012
2227,201304.54054153519
2228,232307.71035763784
2229,224657.85173400078
2230,185560.02458788676
2231,222284.93822550922
2232,184616.05323010648
2233,190837.79584701601
2234,231825.32795239059
2235,212302.14239705674
2236,219941.00649630683
2237,242475.02187971838
2238,203241.82316568398
2239,167620.83939677427
2240,185244.5425398247
2241,184016.19921621832
2242,163109.70257851499
2243,162454.21163952499
2244,167814.91151173721
2245,161853.42145978514
2246,172253.31451517233
2247,166258.72573976737
2248,166336.03074283386
2249,167887.20263886146
2250,164164.38815230501
2251,153533.65739489743
2252,166501.90598125817
2253,189152.30041076016
2254,192632.20641547759
2255,193954.28732151058
2256,190358.50339230002
2257,197075.48024100269
2258,185061.68032407857
2259,188857.46120504948
2260,170586.6772101277
2261,186184.74867035431
2262,189858.04193517318
2263,253914.43309830065
2264,270572.0541354348
2265,173166.21960749986
2266,233986.15142256135
2267,229021.80461289783
2268,267012.96349614015
2269,170008.45768214672
2270,193429.44310650439
2271,184071.28355916013
2272,194615.2871160151
2273,180067.10014226296
2274,183932.26660678742
2275,173788.51817158851
2276,191698.53408310324
2277,171873.29279065155
2278,161330.77326550047
2279,179436.70682847447
2280,161025.12754796023
2281,198785.55610282926
2282,196067.40689736058
2283,156216.92272017885
2284,167242.27275788304
2285,161460.1403641408
2286,156153.18218286461
2287,258074.50368612076
2288,214264.11232264814
2289,220283.92785039224
2290,255595.3234052342
2291,237532.09252529388
2292,263802.51740450109
2293,268096.20299256465
2294,255490.46431832219
2295,279688.07742590061
2296,200623.6905813035
2297,265613.07681153552
2298,267418.07078167767
2299,236903.6688403477
2300,226635.8629455083
2301,249791.49279760552
2302,205106.0754379569
2303,201201.14217916477
2304,205803.53316948548
2305,197621.27075105542
2306,196342.64212970075
2307,202646.84366588591
2308,196161.5765021664
2309,232844.70849064298
2310,197412.37752977002
2311,189357.04663814968
2312,192458.19290856383
2313,198665.3097778908
2314,197221.19872826495
2315,199434.81957529837
2316,195282.44185011025
2317,206524.90115917538
2318,211979.25582683348
2319,199178.21678098349
2320,189550.99284365636
2321,201302.14556785763
2322,203524.18701717013
2323,202269.88009920949
2324,206765.23403205868
2325,208107.18169898711
2326,205022.96112465754
2327,199706.23086131888
2328,207381.70606349056
2329,193447.35317731075
2330,193224.25057164949
2331,231596.8793421938
2332,239149.86380517122
2333,217411.33023046405
2334,205317.95172894478
2335,210031.50946266335
2336,211205.55186073575
2337,188087.89197996169
2338,196061.68914866564
2339,200743.70424397787
2340,273692.43432682776
2341,197068.98395679134
2342,203261.50421556528
2343,205054.0987331139
2344,198975.52371535738
2345,198253.84959555825
2346,196376.5512420845
2347,194224.79462171844
2348,215288.89869561704
2349,190732.09486369981
2350,259079.723403713
2351,229297.11368673792
2352,222609.22927616848
2353,211400.59317085627
2354,174244.87664363481
2355,178586.00828228839
2356,178348.80034901449
2357,197976.93534855818
2358,199161.22002908011
2359,173565.72048059871
2360,158372.56393998949
2361,167859.74852812968
2362,200195.4690675649
2363,180581.40575249857
2364,183780.61088011574
2365,212421.70965762663
2366,202118.49290005738
2367,203519.11837044384
2368,201212.66758008988
2369,201098.54117911262
2370,173541.05908829722
2371,178684.93418342853
2372,186881.65314352643
2373,210400.99994515319
2374,226247.09895735583
2375,201739.37762807324
2376,196331.29283105154
2377,203775.93233632387
2378,172899.80904581028
2379,176284.71093481939
2380,179748.00746532617
2381,182344.49270383056
2382,183674.48636785086
2383,187850.45573477758
2384,191795.21547593514
2385,179266.64104258601
2386,166592.38727514661
2387,167528.47757009123
2388,157840.91897924605
2389,163864.47584761641
2390,172653.59594352529
2391,178077.07765576479
2392,152449.40891858109
2393,176077.76521610797
2394,168194.11782211153
2395,184427.25508529399
2396,170788.72206250703
2397,180027.3736821528
2398,163771.12748023361
2399,150536.82591931953
2400,136045.07653063693
2401,159455.03581811496
2402,171326.08408438897
2403,160211.4261744504
2404,187623.04695910058
2405,177240.38526027685
2406,168225.19528685533
2407,168349.63621753661
2408,173109.70094120965
2409,162295.42658612906
2410,172029.44000518916
2411,152869.91444637088
2412,174861.65847268704
2413,160680.59826416645
2414,168726.41093519778
2415,157331.35357608815
2416,151291.47377897336
2417,161108.47406493098
2418,159810.6115196654
2419,160489.20074696653
2420,162463.97383078022
2421,168871.7021054725
2422,153706.79013606368
2423,162240.31551308662
2424,175115.97802601414
2425,183431.39413610223
2426,165777.13254757333
2427,169689.90725402755
2428,179406.7539977353
2429,162503.41598146397
2430,168155.3067235082
2431,160479.86795559523
2432,174076.57786644783
2433,162574.22348514319
2434,160206.87517374812
2435,163134.74765661286
2436,169566.28228372656
2437,158581.22625493188
2438,167605.33921992494
2439,159006.08866221731
2440,152489.8651713421
2441,138087.97502018837
2442,151607.20459755306
2443,159735.32741519477
2444,169537.67480046957
2445,144125.77946239742
2446,156874.17905245864
2447,178585.79504054374
2448,156316.82613253154
2449,156698.81384397307
2450,158743.65765864568
2451,168782.806431434
2452,158842.32285580118
2453,158233.06615473324
2454,175882.99873374839
2455,147657.92561992092
2456,153475.13316150068
2457,160196.03101505525
2458,167874.9153369471
2459,153188.10294393272
2460,160314.60693120252
2461,156326.98694027512
2462,160490.68292103181
2463,151512.14016265352
2464,166551.41179094295
2465,156839.71265944958
2466,153717.99396396612
2467,170288.33926124274
2468,132070.08490984276
2469,125595.54554669771
2470,176678.15921086527
2471,184779.91564148632
2472,157480.90448416764
2473,155617.81573349866
2474,145990.87361808418
2475,179946.01427334567
2476,156455.20187695517
2477,157823.28950228301
2478,171136.22499951479
2479,150197.96079213379
2480,172417.83251779145
2481,170904.64632467646
2482,166763.92949396867
2483,166731.15259238941
2484,161308.00295858638
2485,162137.77328030864
2486,167039.21881659291
2487,182776.55737790267
2488,170289.35927535739
2489,167731.7396628405
2490,168009.88819909439
2491,148159.16045177172
2492,188041.95651960524
2493,180933.16523832997
2494,159756.79170839366
2495,142663.21519119089
2496,200965.9311780236
2497,167245.13826108753
2498,156966.79304464726
2499,152390.13160290328
2500,166846.89075716835
2501,162906.29814793507
2502,159566.76277336146
2503,144773.4665250422
2504,173762.40786061258
2505,198794.39908515592
2506,215097.53661766375
2507,222256.52144784119
2508,214080.78608112491
2509,202511.75956638309
2510,194949.81291539126
2511,188812.06685515016
2512,198873.14695378009
2513,202123.47465812834
2514,207086.04792534365
2515,170723.89686489623
2516,192750.66704297755
2517,170738.27295250384
2518,177619.58857223234
2519,205349.88322758907
2520,196625.60352924501
2521,196922.88041928314
2522,201965.40629126399
2523,169611.41478105949
2524,171275.67626040336
2525,165360.42188904816
2526,169733.37568480487
2527,173688.8708754796
2528,162454.41633133939
2529,178919.16802808843
2530,164476.22307461433
2531,194336.04976274949
2532,196955.02260026653
2533,199615.64159846414
2534,203140.08515000387
2535,207665.45754595762
2536,204251.40017424634
2537,200857.53329792485
2538,198221.40868345476
2539,197467.88502809784
2540,196189.3906914932
2541,189955.86471523426
2542,202363.53636667429
2543,166093.65296545564
2544,154588.22240882603
2545,152793.87078389851
2546,167488.00140737556
2547,163004.07594622046
2548,182338.1701743085
2549,184940.97354393959
2550,303806.99176115665
2551,184670.57825720587
2552,171670.48614600487
2553,148118.7326120793
2554,142221.28369905014
2555,157880.37154705272
2556,153335.57079664493
2557,151598.97377158672
2558,156221.67248067321
2559,154556.60495699642
2560,164055.73732488931
2561,161399.57826573076
2562,149274.79232070173
2563,154637.16837130094
2564,171472.07534902386
2565,175138.98828925553
2566,171929.33923878038
2567,164803.69964502804
2568,178146.21747124151
2569,186809.7954929799
2570,163298.21569571935
2571,178781.22780214279
2572,172802.74783316083
2573,194421.29100377852
2574,198174.69831236469
2575,162574.56657060934
2576,160960.44899611973
2577,171352.99675568938
2578,145946.64277057207
2579,146748.419274299
2580,155519.52454516466
2581,158000.95812858705
2582,161180.37996099057
2583,203758.24787862555
2584,184032.81613056059
2585,199603.13012953041
2586,198430.21154361658
2587,178610.00720928676
2588,168801.44507119039
2589,177071.96182904998
2590,208359.28563313087
2591,182791.01343698613
2592,205774.09327276825
2593,236611.28148311024
2594,176354.37283960843
2595,203859.47535712158
2596,221046.2461716804
2597,209670.69106006899
2598,222572.9275418075
2599,266399.14349017222
2600,169428.69158875584
2601,198066.0851132207
2602,157832.24234352587
2603,165141.76881706901
2604,160980.07089981192
2605,162518.69717483968
2606,182547.57258005757
2607,195396.69354073037
2608,183863.46097330833
2609,192487.13739262003
2610,162519.20954169438
2611,150936.14572966879
2612,172855.74236623678
2613,175523.06411589432
2614,165379.55884794006
2615,173716.02652261488
2616,168061.26989065536
2617,178884.56323965322
2618,193482.16277428842
2619,182131.90942112342
2620,195130.39040960954
2621,189249.0156235692
2622,191635.8816706072
2623,210741.08406527905
2624,227385.51568199863
2625,209582.9368121156
2626,187991.50967501808
2627,174339.15362806441
2628,262808.78557810164
2629,284653.23582918261
2630,244275.02242752159
2631,264210.82942372357
2632,268713.48940817098
2633,217220.90350712757
2634,253503.62904545071
2635,181651.03274196966
2636,176831.43789735224
2637,192050.92271470214
2638,215289.76620338508
2639,180217.74881438544
2640,165286.3651288237
2641,156095.8138752534
2642,195539.13716783671
2643,155979.27449747207
2644,164321.92578273761
2645,161390.3047326571
2646,155647.93923171915
2647,159929.96605790453
2648,171132.82753011576
2649,168716.13017142986
2650,161545.18523229205
2651,174195.88144743821
2652,236253.75947145958
2653,214381.94036946085
2654,211875.42724296401
2655,268094.00267052569
2656,245647.86611274094
2657,254610.0536747447
2658,251720.18545605824
2659,229364.64453216651
2660,255451.62920582847
2661,238103.96666948148
2662,265237.79410513025
2663,210118.34345827872
2664,224794.33260248372
2665,231203.69110893802
2666,216274.78668298948
2667,199310.99158761752
2668,199207.21753027412
2669,208527.36900087862
2670,225771.68009926678
2671,205165.58457555421
2672,199032.82751931631
2673,196639.55797685403
2674,192695.55788589694
2675,192922.73071992357
2676,213988.93415771873
2677,198863.30387110906
2678,204559.56610149995
2679,215516.83756626458
2680,205658.44529461226
2681,250614.51696413246
2682,214612.38145300327
2683,256411.50344375375
2684,223389.25234990864
2685,216502.1551659611
2686,212978.83638030384
2687,222298.69247919638
2688,201828.74595209697
2689,194978.18379280326
2690,239337.60784596897
2691,195288.40764264381
2692,179464.29892862178
2693,209188.89406105102
2694,176112.67003528035
2695,202010.24228197936
2696,200396.14212409835
2697,193824.19174844286
2698,197136.55962008995
2699,179615.26230111028
2700,178655.46802249088
2701,199000.22311255184
2702,164313.62790621968
2703,167501.68608235824
2704,170863.22156795929
2705,163556.90811764958
2706,160636.18667488795
2707,165972.91627610408
2708,164420.70154129426
2709,156763.33817177979
2710,166160.61726829372
2711,212235.34656167711
2712,227827.14087000379
2713,187817.56150966717
2714,183781.48440759169
2715,177961.25475104002
2716,193272.69369907267
2717,197211.06219679362
2718,200720.79657665291
2719,187348.27050050523
2720,172871.84625051089
2721,169352.93136220198
2722,179957.98386938678
2723,175252.43014964164
2724,170727.17793246813
2725,167796.89691155418
2726,168398.30606413499
2727,179399.48752310793
2728,186648.37333262147
2729,176124.3144965049
2730,165644.24443538653
2731,162633.23534696162
